ip,action_method,action_path,score,recon_correlated,history_len,long_history_len,decision
61.92.206.176,GET,/products/3,0,f,6,6,NORMAL
61.92.206.176,GET,/products/12,0,f,7,7,NORMAL
61.92.206.176,GET,/products/6,0,f,8,8,NORMAL
61.92.206.176,GET,/products/2,0,f,9,9,NORMAL
61.92.206.176,GET,/products/4,0,f,10,10,NORMAL
61.92.206.176,GET,/products/13,0,f,11,11,NORMAL
61.92.206.176,GET,/products/17,0,f,12,12,NORMAL
61.92.206.176,GET,/products/2,0,f,13,13,NORMAL
61.92.206.176,GET,/products/10,0,f,14,14,NORMAL
61.92.206.176,GET,/products/4,0,f,15,15,NORMAL
42.215.70.163,GET,/products/,0,f,1,1,NORMAL
42.215.70.163,POST,/products/11/stock,60,f,2,2,BLOQUEADO
82.82.168.127,GET,/products/,0,f,1,1,NORMAL
82.82.168.127,POST,/products/3/stock,60,f,2,2,BLOQUEADO
66.44.180.37,GET,/products/,0,f,1,1,NORMAL
66.44.180.37,GET,/products/1,0,f,2,2,NORMAL
66.44.180.37,GET,/products/2,0,f,3,3,NORMAL
66.44.180.37,GET,/products/3,0,f,4,4,NORMAL
66.44.180.37,POST,/products/7/stock,60,f,5,5,BLOQUEADO
66.44.180.37,POST,/products/7/stock,60,f,6,6,BLOQUEADO
66.44.180.37,POST,/products/7/stock,110,f,7,7,BLOQUEADO
66.44.180.37,POST,/products/7/stock,110,f,8,8,BLOQUEADO
66.44.180.37,POST,/products/7/stock,150,f,9,9,BLOQUEADO
73.35.224.180,GET,/products/,0,f,1,1,NORMAL
73.35.224.180,POST,/products/14/stock,60,f,2,2,BLOQUEADO
66.194.22.232,GET,/products/3,0,f,1,1,NORMAL
66.194.22.232,GET,/products/2,0,f,2,2,NORMAL
66.194.22.232,GET,/products/6,0,f,3,3,NORMAL
66.194.22.232,GET,/products/11,0,f,4,4,NORMAL
66.194.22.232,GET,/products/11,0,f,5,5,NORMAL
66.194.22.232,GET,/products/4,0,f,6,6,NORMAL
66.194.22.232,GET,/products/5,0,f,7,7,NORMAL
66.194.22.232,GET,/products/17,0,f,8,8,NORMAL
66.194.22.232,GET,/products/12,0,f,9,9,NORMAL
66.194.22.232,GET,/products/5,0,f,10,10,NORMAL
66.194.22.232,GET,/products/10,0,f,11,11,NORMAL
66.194.22.232,GET,/products/15,0,f,12,12,NORMAL
66.194.22.232,GET,/products/15,0,f,13,13,NORMAL
66.194.22.232,GET,/products/5,0,f,14,14,NORMAL
66.194.22.232,GET,/products/9,0,f,15,15,NORMAL
69.71.173.201,GET,/products/,0,f,1,1,NORMAL
69.71.173.201,POST,/products/6/stock,60,f,2,2,BLOQUEADO
69.123.183.78,GET,/products/,0,f,1,1,NORMAL
69.123.183.78,GET,/products/13,0,f,2,2,NORMAL
69.123.183.78,POST,/products/13/stock,0,f,3,3,NORMAL
69.123.183.78,GET,/products/,0,f,4,4,NORMAL
99.62.234.157,GET,/products/,0,f,1,1,NORMAL
99.62.234.157,POST,/products/9/stock,60,f,2,2,BLOQUEADO
53.63.235.203,GET,/products/,0,f,1,1,NORMAL
53.63.235.203,GET,/products/9,0,f,2,2,NORMAL
53.63.235.203,POST,/products/9/stock,0,f,3,3,NORMAL
53.63.235.203,GET,/products/,0,f,4,4,NORMAL
19.16.69.96,GET,/products/15,0,f,1,1,NORMAL
19.16.69.96,GET,/products/15,0,f,2,2,NORMAL
19.16.69.96,GET,/products/15,0,f,3,3,NORMAL
19.16.69.96,GET,/products/15,50,f,4,4,SOSPECHOSO
19.16.69.96,GET,/products/15,150,t,5,5,BLOQUEADO
70.141.149.81,GET,/products/,0,f,1,1,NORMAL
70.141.149.81,POST,/products/4/stock,60,f,2,2,BLOQUEADO
23.131.175.139,GET,/products/,0,f,1,1,NORMAL
23.131.175.139,GET,/products/1,0,f,2,2,NORMAL
23.131.175.139,GET,/products/2,0,f,3,3,NORMAL
23.131.175.139,GET,/products/3,0,f,4,4,NORMAL
23.131.175.139,POST,/products/19/stock,60,f,5,5,BLOQUEADO
23.131.175.139,POST,/products/19/stock,60,f,6,6,BLOQUEADO
23.131.175.139,POST,/products/19/stock,110,f,7,7,BLOQUEADO
23.131.175.139,POST,/products/19/stock,110,f,8,8,BLOQUEADO
23.131.175.139,POST,/products/19/stock,150,f,9,9,BLOQUEADO
86.155.105.119,GET,/products/,0,f,1,1,NORMAL
86.155.105.119,POST,/products/15/stock,60,f,2,2,BLOQUEADO
97.171.51.22,GET,/products/,0,f,1,1,NORMAL
97.171.51.22,GET,/products/6,0,f,2,2,NORMAL
97.171.51.22,POST,/products/6/stock,0,f,3,3,NORMAL
97.171.51.22,GET,/products/,0,f,4,4,NORMAL
80.2.124.25,GET,/products/6,0,f,1,1,NORMAL
80.2.124.25,GET,/products/4,0,f,2,2,NORMAL
80.2.124.25,GET,/products/9,0,f,3,3,NORMAL
80.2.124.25,GET,/products/18,0,f,4,4,NORMAL
80.2.124.25,GET,/products/9,0,f,5,5,NORMAL
80.2.124.25,GET,/products/4,0,f,6,6,NORMAL
80.2.124.25,GET,/products/14,0,f,7,7,NORMAL
80.2.124.25,GET,/products/5,0,f,8,8,NORMAL
80.2.124.25,GET,/products/8,0,f,9,9,NORMAL
80.2.124.25,GET,/products/18,0,f,10,10,NORMAL
80.2.124.25,GET,/products/19,0,f,11,11,NORMAL
80.2.124.25,GET,/products/10,0,f,12,12,NORMAL
80.2.124.25,GET,/products/10,0,f,13,13,NORMAL
80.2.124.25,GET,/products/14,0,f,14,14,NORMAL
80.2.124.25,GET,/products/1,0,f,15,15,NORMAL
26.178.29.227,GET,/products/19,0,f,1,1,NORMAL
26.178.29.227,GET,/products/13,0,f,2,2,NORMAL
26.178.29.227,GET,/products/1,0,f,3,3,NORMAL
26.178.29.227,GET,/products/11,0,f,4,4,NORMAL
26.178.29.227,GET,/products/3,0,f,5,5,NORMAL
26.178.29.227,GET,/products/5,0,f,6,6,NORMAL
26.178.29.227,GET,/products/1,0,f,7,7,NORMAL
26.178.29.227,GET,/products/7,0,f,8,8,NORMAL
26.178.29.227,GET,/products/14,0,f,9,9,NORMAL
26.178.29.227,GET,/products/1,0,f,10,10,NORMAL
26.178.29.227,GET,/products/2,0,f,11,11,NORMAL
26.178.29.227,GET,/products/3,0,f,12,12,NORMAL
26.178.29.227,GET,/products/12,0,f,13,13,NORMAL
26.178.29.227,GET,/products/16,0,f,14,14,NORMAL
26.178.29.227,GET,/products/5,0,f,15,15,NORMAL
75.155.133.95,GET,/products/,0,f,1,1,NORMAL
75.155.133.95,POST,/products/2/stock,60,f,2,2,BLOQUEADO
73.82.134.168,GET,/products/16,0,f,1,1,NORMAL
73.82.134.168,GET,/products/16,0,f,2,2,NORMAL
73.82.134.168,GET,/products/16,0,f,3,3,NORMAL
73.82.134.168,GET,/products/16,50,f,4,4,SOSPECHOSO
73.82.134.168,GET,/products/16,150,t,5,5,BLOQUEADO
35.213.95.5,GET,/products/,0,f,1,1,NORMAL
35.213.95.5,POST,/products/8/stock,60,f,2,2,BLOQUEADO
97.221.158.159,GET,/products/17,0,f,1,1,NORMAL
97.221.158.159,GET,/products/9,0,f,2,2,NORMAL
97.221.158.159,GET,/products/3,0,f,3,3,NORMAL
97.221.158.159,GET,/products/11,0,f,4,4,NORMAL
97.221.158.159,GET,/products/17,0,f,5,5,NORMAL
97.221.158.159,GET,/products/7,0,f,6,6,NORMAL
97.221.158.159,GET,/products/2,0,f,7,7,NORMAL
97.221.158.159,GET,/products/5,0,f,8,8,NORMAL
97.221.158.159,GET,/products/15,0,f,9,9,NORMAL
97.221.158.159,GET,/products/19,0,f,10,10,NORMAL
97.221.158.159,GET,/products/7,0,f,11,11,NORMAL
97.221.158.159,GET,/products/19,0,f,12,12,NORMAL
97.221.158.159,GET,/products/8,0,f,13,13,NORMAL
97.221.158.159,GET,/products/15,0,f,14,14,NORMAL
97.221.158.159,GET,/products/16,0,f,15,15,NORMAL
72.218.143.42,GET,/products/,0,f,1,1,NORMAL
72.218.143.42,GET,/products/1,0,f,2,2,NORMAL
72.218.143.42,GET,/products/2,0,f,3,3,NORMAL
72.218.143.42,GET,/products/3,0,f,4,4,NORMAL
72.218.143.42,POST,/products/7/stock,60,f,5,5,BLOQUEADO
72.218.143.42,POST,/products/7/stock,60,f,6,6,BLOQUEADO
72.218.143.42,POST,/products/7/stock,110,f,7,7,BLOQUEADO
72.218.143.42,POST,/products/7/stock,110,f,8,8,BLOQUEADO
25.32.94.151,GET,/products/,0,f,1,1,NORMAL
25.32.94.151,POST,/products/18/stock,60,f,2,2,BLOQUEADO
77.208.152.194,POST,/products/10/stock,60,f,1,1,BLOQUEADO
77.208.152.194,POST,/products/10/stock,60,f,2,2,BLOQUEADO
77.208.152.194,POST,/products/10/stock,60,f,3,3,BLOQUEADO
77.208.152.194,POST,/products/10/stock,110,f,4,4,BLOQUEADO
77.208.152.194,POST,/products/10/stock,150,f,5,5,BLOQUEADO
77.208.152.194,POST,/products/10/stock,150,f,6,6,BLOQUEADO
45.55.78.243,GET,/products/,0,f,1,1,NORMAL
45.55.78.243,GET,/products/14,0,f,2,2,NORMAL
45.55.78.243,POST,/products/14/stock,0,f,3,3,NORMAL
45.55.78.243,GET,/products/,0,f,4,4,NORMAL
45.103.15.47,GET,/products/,0,f,1,1,NORMAL
45.103.15.47,POST,/products/18/stock,60,f,2,2,BLOQUEADO
23.6.112.182,GET,/products/,0,f,1,1,NORMAL
23.6.112.182,POST,/products/15/stock,60,f,2,2,BLOQUEADO
86.199.237.63,POST,/products/14/stock,60,f,1,1,BLOQUEADO
86.199.237.63,POST,/products/14/stock,60,f,2,2,BLOQUEADO
86.199.237.63,POST,/products/14/stock,60,f,3,3,BLOQUEADO
86.199.237.63,POST,/products/14/stock,110,f,4,4,BLOQUEADO
86.199.237.63,POST,/products/14/stock,150,f,5,5,BLOQUEADO
86.199.237.63,POST,/products/14/stock,150,f,6,6,BLOQUEADO
28.170.133.242,GET,/products/1,0,f,1,1,NORMAL
28.170.133.242,GET,/products/1,0,f,2,2,NORMAL
28.170.133.242,GET,/products/1,0,f,3,3,NORMAL
28.170.133.242,GET,/products/1,50,f,4,4,SOSPECHOSO
28.170.133.242,GET,/products/1,150,t,5,5,BLOQUEADO
92.104.250.97,GET,/products/,0,f,1,1,NORMAL
92.104.250.97,POST,/products/13/stock,60,f,2,2,BLOQUEADO
75.63.233.12,GET,/products/,0,f,1,1,NORMAL
75.63.233.12,POST,/products/10/stock,60,f,2,2,BLOQUEADO
16.99.90.162,POST,/products/10/stock,60,f,1,1,BLOQUEADO
16.99.90.162,POST,/products/10/stock,60,f,2,2,BLOQUEADO
16.99.90.162,POST,/products/10/stock,60,f,3,3,BLOQUEADO
25.185.225.234,GET,/products/,0,f,1,1,NORMAL
25.185.225.234,POST,/products/11/stock,60,f,2,2,BLOQUEADO
17.205.202.190,POST,/products/3/stock,60,f,1,1,BLOQUEADO
17.205.202.190,POST,/products/3/stock,60,f,2,2,BLOQUEADO
17.205.202.190,POST,/products/3/stock,60,f,3,3,BLOQUEADO
17.205.202.190,POST,/products/3/stock,110,f,4,4,BLOQUEADO
17.205.202.190,POST,/products/3/stock,150,f,5,5,BLOQUEADO
17.205.202.190,POST,/products/3/stock,150,f,6,6,BLOQUEADO
91.172.172.193,GET,/products/19,0,f,1,1,NORMAL
91.172.172.193,GET,/products/6,0,f,2,2,NORMAL
91.172.172.193,GET,/products/11,0,f,3,3,NORMAL
91.172.172.193,GET,/products/19,0,f,4,4,NORMAL
91.172.172.193,GET,/products/7,0,f,5,5,NORMAL
91.172.172.193,GET,/products/8,0,f,6,6,NORMAL
91.172.172.193,GET,/products/7,0,f,7,7,NORMAL
91.172.172.193,GET,/products/15,0,f,8,8,NORMAL
91.172.172.193,GET,/products/4,0,f,9,9,NORMAL
91.172.172.193,GET,/products/7,0,f,10,10,NORMAL
91.172.172.193,GET,/products/5,0,f,11,11,NORMAL
91.172.172.193,GET,/products/2,0,f,12,12,NORMAL
91.172.172.193,GET,/products/1,0,f,13,13,NORMAL
91.172.172.193,GET,/products/5,0,f,14,14,NORMAL
91.172.172.193,GET,/products/1,0,f,15,15,NORMAL
88.216.157.130,GET,/products/,0,f,1,1,NORMAL
88.216.157.130,POST,/products/5/stock,60,f,2,2,BLOQUEADO
82.242.222.116,GET,/products/,0,f,1,1,NORMAL
82.242.222.116,POST,/products/2/stock,60,f,2,2,BLOQUEADO
96.53.216.244,GET,/products/3,0,f,1,1,NORMAL
96.53.216.244,GET,/products/1,0,f,2,2,NORMAL
96.53.216.244,GET,/products/7,0,f,3,3,NORMAL
96.53.216.244,GET,/products/2,0,f,4,4,NORMAL
96.53.216.244,GET,/products/12,0,f,5,5,NORMAL
96.53.216.244,GET,/products/12,0,f,6,6,NORMAL
96.53.216.244,GET,/products/2,150,t,7,7,BLOQUEADO
96.53.216.244,GET,/products/1,0,f,8,8,NORMAL
96.53.216.244,GET,/products/12,0,f,9,9,NORMAL
96.53.216.244,GET,/products/1,0,f,10,10,NORMAL
96.53.216.244,GET,/products/19,0,f,11,11,NORMAL
96.53.216.244,GET,/products/16,0,f,12,12,NORMAL
96.53.216.244,GET,/products/5,0,f,13,13,NORMAL
96.53.216.244,GET,/products/11,0,f,14,14,NORMAL
96.53.216.244,GET,/products/1,0,f,15,15,NORMAL
21.180.155.213,GET,/products/11,0,f,1,1,NORMAL
21.180.155.213,GET,/products/11,0,f,2,2,NORMAL
21.180.155.213,GET,/products/11,0,f,3,3,NORMAL
21.180.155.213,GET,/products/11,50,f,4,4,SOSPECHOSO
21.180.155.213,GET,/products/11,150,t,5,5,BLOQUEADO
38.162.59.187,GET,/products/,0,f,1,1,NORMAL
38.162.59.187,POST,/products/19/stock,60,f,2,2,BLOQUEADO
50.75.122.20,GET,/products/,0,f,1,1,NORMAL
192.168.143.2,GET,/favicon.ico,50,f,7,7,NORMAL
50.75.122.20,POST,/products/14/stock,60,f,2,2,BLOQUEADO
95.248.167.54,GET,/products/,0,f,1,1,NORMAL
95.248.167.54,GET,/products/1,0,f,2,2,NORMAL
95.248.167.54,GET,/products/2,0,f,3,3,NORMAL
95.248.167.54,GET,/products/3,0,f,4,4,NORMAL
95.248.167.54,POST,/products/2/stock,0,f,5,5,NORMAL
95.248.167.54,POST,/products/2/stock,0,f,6,6,NORMAL
95.248.167.54,POST,/products/2/stock,50,f,7,7,SOSPECHOSO
95.248.167.54,POST,/products/2/stock,50,f,8,8,SOSPECHOSO
95.248.167.54,POST,/products/2/stock,90,f,9,9,BLOQUEADO
28.154.58.215,GET,/products/,0,f,1,1,NORMAL
28.154.58.215,POST,/products/14/stock,60,f,2,2,BLOQUEADO
49.195.125.86,GET,/products/,0,f,1,1,NORMAL
49.195.125.86,POST,/products/7/stock,60,f,2,2,BLOQUEADO
44.234.194.114,GET,/products/,0,f,1,1,NORMAL
44.234.194.114,POST,/products/18/stock,60,f,2,2,BLOQUEADO
84.197.90.176,GET,/products/,0,f,1,1,NORMAL
84.197.90.176,POST,/products/8/stock,60,f,2,2,BLOQUEADO
64.174.2.60,GET,/products/,0,f,1,1,NORMAL
64.174.2.60,POST,/products/3/stock,60,f,2,2,BLOQUEADO
18.7.91.27,GET,/products/10,0,f,1,1,NORMAL
18.7.91.27,GET,/products/15,0,f,2,2,NORMAL
18.7.91.27,GET,/products/1,0,f,3,3,NORMAL
18.7.91.27,GET,/products/17,0,f,4,4,NORMAL
18.7.91.27,GET,/products/14,0,f,5,5,NORMAL
18.7.91.27,GET,/products/18,0,f,6,6,NORMAL
18.7.91.27,GET,/products/19,0,f,7,7,NORMAL
18.7.91.27,GET,/products/16,0,f,8,8,NORMAL
18.7.91.27,GET,/products/6,0,f,9,9,NORMAL
18.7.91.27,GET,/products/10,0,f,10,10,NORMAL
18.7.91.27,GET,/products/10,0,f,11,11,NORMAL
18.7.91.27,GET,/products/19,0,f,12,12,NORMAL
18.7.91.27,GET,/products/18,0,f,13,13,NORMAL
18.7.91.27,GET,/products/2,0,f,14,14,NORMAL
18.7.91.27,GET,/products/4,0,f,15,15,NORMAL
28.173.216.154,GET,/products/,0,f,1,1,NORMAL
28.173.216.154,GET,/products/1,0,f,2,2,NORMAL
28.173.216.154,POST,/products/1/stock,0,f,3,3,NORMAL
28.173.216.154,GET,/products/,0,f,4,4,NORMAL
57.32.217.22,GET,/products/,0,f,1,1,NORMAL
57.32.217.22,GET,/products/11,0,f,2,2,NORMAL
57.32.217.22,POST,/products/11/stock,0,f,3,3,NORMAL
57.32.217.22,GET,/products/,0,f,4,4,NORMAL
91.197.7.236,GET,/products/,0,f,1,1,NORMAL
192.168.143.2,GET,/docs,50,f,8,8,NORMAL
91.197.7.236,POST,/products/15/stock,60,f,2,2,BLOQUEADO
80.88.103.170,GET,/products/3,0,f,1,1,NORMAL
80.88.103.170,GET,/products/3,0,f,2,2,NORMAL
80.88.103.170,GET,/products/3,0,f,3,3,NORMAL
80.88.103.170,GET,/products/3,50,f,4,4,SOSPECHOSO
80.88.103.170,GET,/products/3,150,t,5,5,BLOQUEADO
68.61.117.127,GET,/products/,0,f,1,1,NORMAL
68.61.117.127,GET,/products/12,0,f,2,2,NORMAL
68.61.117.127,POST,/products/12/stock,0,f,3,3,NORMAL
68.61.117.127,GET,/products/,0,f,4,4,NORMAL
47.18.66.8,GET,/products/,0,f,1,1,NORMAL
47.18.66.8,POST,/products/5/stock,60,f,2,2,BLOQUEADO
76.153.100.113,GET,/products/,0,f,1,1,NORMAL
76.153.100.113,POST,/products/11/stock,60,f,2,2,BLOQUEADO
90.10.71.49,GET,/products/,0,f,1,1,NORMAL
90.10.71.49,POST,/products/15/stock,60,f,2,2,BLOQUEADO
60.60.30.154,GET,/products/,0,f,1,1,NORMAL
60.60.30.154,GET,/products/1,0,f,2,2,NORMAL
60.60.30.154,GET,/products/2,0,f,3,3,NORMAL
60.60.30.154,GET,/products/3,0,f,4,4,NORMAL
60.60.30.154,POST,/products/8/stock,60,f,5,5,BLOQUEADO
60.60.30.154,POST,/products/8/stock,60,f,6,6,BLOQUEADO
60.60.30.154,POST,/products/8/stock,110,f,7,7,BLOQUEADO
60.60.30.154,POST,/products/8/stock,110,f,8,8,BLOQUEADO
60.60.30.154,POST,/products/8/stock,150,f,9,9,BLOQUEADO
23.29.165.178,GET,/products/,0,f,1,1,NORMAL
23.29.165.178,GET,/products/6,0,f,2,2,NORMAL
23.29.165.178,POST,/products/6/stock,0,f,3,3,NORMAL
23.29.165.178,GET,/products/,0,f,4,4,NORMAL
55.139.168.190,GET,/products/16,0,f,1,1,NORMAL
55.139.168.190,GET,/products/16,0,f,2,2,NORMAL
55.139.168.190,GET,/products/16,0,f,3,3,NORMAL
55.139.168.190,GET,/products/16,50,f,4,4,SOSPECHOSO
55.139.168.190,GET,/products/16,150,t,5,5,BLOQUEADO
88.225.154.1,POST,/products/4/stock,60,f,1,1,BLOQUEADO
88.225.154.1,POST,/products/4/stock,60,f,2,2,BLOQUEADO
88.225.154.1,POST,/products/4/stock,60,f,3,3,BLOQUEADO
88.225.154.1,POST,/products/4/stock,110,f,4,4,BLOQUEADO
88.225.154.1,POST,/products/4/stock,150,f,5,5,BLOQUEADO
88.225.154.1,POST,/products/4/stock,150,f,6,6,BLOQUEADO
192.168.143.2,GET,/products,0,f,20,36,NORMAL
30.150.84.13,GET,/products/,0,f,1,1,NORMAL
30.150.84.13,GET,/products/1,0,f,2,2,NORMAL
30.150.84.13,POST,/products/1/stock,0,f,3,3,NORMAL
30.150.84.13,GET,/products/,0,f,4,4,NORMAL
71.38.239.237,GET,/products/,0,f,1,1,NORMAL
71.38.239.237,GET,/products/11,0,f,2,2,NORMAL
71.38.239.237,POST,/products/11/stock,0,f,3,3,NORMAL
71.38.239.237,GET,/products/,0,f,4,4,NORMAL
10.212.29.120,POST,/products/1/stock,60,f,1,1,BLOQUEADO
10.212.29.120,POST,/products/1/stock,60,f,2,2,BLOQUEADO
10.212.29.120,POST,/products/1/stock,60,f,3,3,BLOQUEADO
10.212.29.120,POST,/products/1/stock,110,f,4,4,BLOQUEADO
10.212.29.120,POST,/products/1/stock,150,f,5,5,BLOQUEADO
10.212.29.120,POST,/products/1/stock,150,f,6,6,BLOQUEADO
86.11.108.251,GET,/products/,0,f,1,1,NORMAL
86.11.108.251,POST,/products/2/stock,60,f,2,2,BLOQUEADO
21.10.131.85,GET,/products/18,0,f,1,1,NORMAL
21.10.131.85,GET,/products/18,0,f,2,2,NORMAL
21.10.131.85,GET,/products/18,0,f,3,3,NORMAL
21.10.131.85,GET,/products/18,50,f,4,4,SOSPECHOSO
21.10.131.85,GET,/products/18,150,t,5,5,BLOQUEADO
42.101.43.12,GET,/products/19,0,f,1,1,NORMAL
42.101.43.12,GET,/products/19,0,f,2,2,NORMAL
42.101.43.12,GET,/products/19,0,f,3,3,NORMAL
42.101.43.12,GET,/products/19,50,f,4,4,SOSPECHOSO
42.101.43.12,GET,/products/19,150,t,5,5,BLOQUEADO
67.120.172.16,GET,/products/,0,f,1,1,NORMAL
67.120.172.16,POST,/products/9/stock,60,f,2,2,BLOQUEADO
38.183.33.50,GET,/products/,0,f,1,1,NORMAL
38.183.33.50,GET,/products/19,0,f,2,2,NORMAL
38.183.33.50,POST,/products/19/stock,0,f,3,3,NORMAL
38.183.33.50,GET,/products/,0,f,4,4,NORMAL
50.243.238.11,GET,/products/,0,f,1,1,NORMAL
50.243.238.11,POST,/products/3/stock,60,f,2,2,BLOQUEADO
12.55.170.136,GET,/products/,0,f,1,1,NORMAL
12.55.170.136,GET,/products/17,0,f,2,2,NORMAL
12.55.170.136,POST,/products/17/stock,0,f,3,3,NORMAL
12.55.170.136,GET,/products/,0,f,4,4,NORMAL
99.161.92.50,GET,/products/,0,f,1,1,NORMAL
99.161.92.50,POST,/products/16/stock,60,f,2,2,BLOQUEADO
50.147.217.12,GET,/products/19,0,f,1,1,NORMAL
50.147.217.12,GET,/products/19,0,f,2,2,NORMAL
50.147.217.12,GET,/products/19,0,f,3,3,NORMAL
50.147.217.12,GET,/products/19,50,f,4,4,SOSPECHOSO
50.147.217.12,GET,/products/19,150,t,5,5,BLOQUEADO
96.255.3.252,GET,/products/,0,f,1,1,NORMAL
96.255.3.252,POST,/products/19/stock,60,f,2,2,BLOQUEADO
78.106.212.226,GET,/products/,0,f,1,1,NORMAL
78.106.212.226,POST,/products/14/stock,60,f,2,2,BLOQUEADO
15.32.157.86,GET,/products/,0,f,1,1,NORMAL
15.32.157.86,GET,/products/9,0,f,2,2,NORMAL
15.32.157.86,POST,/products/9/stock,0,f,3,3,NORMAL
15.32.157.86,GET,/products/,0,f,4,4,NORMAL
58.106.208.63,GET,/products/,0,f,1,1,NORMAL
58.106.208.63,POST,/products/7/stock,60,f,2,2,BLOQUEADO
58.200.67.221,GET,/products/16,0,f,1,1,NORMAL
58.200.67.221,GET,/products/12,0,f,2,2,NORMAL
58.200.67.221,GET,/products/15,0,f,3,3,NORMAL
58.200.67.221,GET,/products/3,0,f,4,4,NORMAL
58.200.67.221,GET,/products/11,0,f,5,5,NORMAL
58.200.67.221,GET,/products/4,0,f,6,6,NORMAL
58.200.67.221,GET,/products/19,0,f,7,7,NORMAL
58.200.67.221,GET,/products/12,0,f,8,8,NORMAL
58.200.67.221,GET,/products/15,0,f,9,9,NORMAL
58.200.67.221,GET,/products/17,0,f,10,10,NORMAL
58.200.67.221,GET,/products/19,0,f,11,11,NORMAL
58.200.67.221,GET,/products/9,0,f,12,12,NORMAL
58.200.67.221,GET,/products/9,0,f,13,13,NORMAL
58.200.67.221,GET,/products/5,0,f,14,14,NORMAL
58.200.67.221,GET,/products/4,0,f,15,15,NORMAL
22.37.97.177,GET,/products/,0,f,1,1,NORMAL
22.37.97.177,POST,/products/15/stock,60,f,2,2,BLOQUEADO
29.205.133.153,GET,/products/,0,f,1,1,NORMAL
29.205.133.153,POST,/products/13/stock,60,f,2,2,BLOQUEADO
45.201.225.20,POST,/products/1/stock,60,f,1,1,BLOQUEADO
45.201.225.20,POST,/products/1/stock,60,f,2,2,BLOQUEADO
78.224.109.209,GET,/products/,0,f,1,1,NORMAL
78.224.109.209,POST,/products/7/stock,60,f,2,2,BLOQUEADO
82.117.94.180,GET,/products/,0,f,1,1,NORMAL
82.117.94.180,POST,/products/12/stock,60,f,2,2,BLOQUEADO
10.209.161.161,POST,/products/17/stock,60,f,1,1,BLOQUEADO
10.209.161.161,POST,/products/17/stock,60,f,2,2,BLOQUEADO
10.209.161.161,POST,/products/17/stock,60,f,3,3,BLOQUEADO
10.209.161.161,POST,/products/17/stock,110,f,4,4,BLOQUEADO
42.222.39.129,GET,/products/9,0,f,3,3,NORMAL
10.209.161.161,POST,/products/17/stock,150,f,5,5,BLOQUEADO
10.209.161.161,POST,/products/17/stock,150,f,6,6,BLOQUEADO
81.11.189.197,GET,/products/,0,f,1,1,NORMAL
81.11.189.197,GET,/products/17,0,f,2,2,NORMAL
81.11.189.197,POST,/products/17/stock,0,f,3,3,NORMAL
81.11.189.197,GET,/products/,0,f,4,4,NORMAL
60.245.213.99,POST,/products/13/stock,60,f,1,1,BLOQUEADO
60.245.213.99,POST,/products/13/stock,60,f,2,2,BLOQUEADO
60.245.213.99,POST,/products/13/stock,60,f,3,3,BLOQUEADO
60.245.213.99,POST,/products/13/stock,110,f,4,4,BLOQUEADO
60.245.213.99,POST,/products/13/stock,150,f,5,5,BLOQUEADO
60.245.213.99,POST,/products/13/stock,150,f,6,6,BLOQUEADO
51.145.47.149,GET,/products/,0,f,1,1,NORMAL
51.145.47.149,POST,/products/18/stock,60,f,2,2,BLOQUEADO
16.187.89.68,POST,/products/4/stock,60,f,1,1,BLOQUEADO
16.187.89.68,POST,/products/4/stock,60,f,2,2,BLOQUEADO
16.187.89.68,POST,/products/4/stock,60,f,3,3,BLOQUEADO
16.187.89.68,POST,/products/4/stock,110,f,4,4,BLOQUEADO
16.187.89.68,POST,/products/4/stock,150,f,5,5,BLOQUEADO
16.187.89.68,POST,/products/4/stock,150,f,6,6,BLOQUEADO
52.147.36.239,GET,/products/,0,f,1,1,NORMAL
52.147.36.239,GET,/products/1,0,f,2,2,NORMAL
52.147.36.239,GET,/products/2,0,f,3,3,NORMAL
52.147.36.239,GET,/products/3,0,f,4,4,NORMAL
52.147.36.239,POST,/products/19/stock,60,f,5,5,BLOQUEADO
52.147.36.239,POST,/products/19/stock,60,f,6,6,BLOQUEADO
52.147.36.239,POST,/products/19/stock,110,f,7,7,BLOQUEADO
52.147.36.239,POST,/products/19/stock,110,f,8,8,BLOQUEADO
52.147.36.239,POST,/products/19/stock,150,f,9,9,BLOQUEADO
25.19.231.103,GET,/products/11,0,f,1,1,NORMAL
25.19.231.103,GET,/products/11,0,f,2,2,NORMAL
25.19.231.103,GET,/products/11,0,f,3,3,NORMAL
25.19.231.103,GET,/products/11,50,f,4,4,SOSPECHOSO
25.19.231.103,GET,/products/11,150,t,5,5,BLOQUEADO
31.8.143.12,GET,/products/,0,f,1,1,NORMAL
31.8.143.12,POST,/products/11/stock,60,f,2,2,BLOQUEADO
42.222.39.129,GET,/products/9,0,f,1,1,NORMAL
42.222.39.129,GET,/products/9,0,f,2,2,NORMAL
42.222.39.129,GET,/products/9,50,f,4,4,SOSPECHOSO
42.222.39.129,GET,/products/9,150,t,5,5,BLOQUEADO
92.230.110.182,GET,/products/,0,f,1,1,NORMAL
92.230.110.182,POST,/products/15/stock,60,f,2,2,BLOQUEADO
10.246.93.167,GET,/products/,0,f,1,1,NORMAL
10.246.93.167,GET,/products/1,0,f,2,2,NORMAL
10.246.93.167,GET,/products/2,0,f,3,3,NORMAL
10.246.93.167,GET,/products/3,0,f,4,4,NORMAL
10.246.93.167,POST,/products/19/stock,60,f,5,5,BLOQUEADO
